grupo	inscricao	arquivo_original	caminho_em_composicoes_brutas	anotacoes	adequacao_ao_tema	adequacao_a_coletanea	adequacao_ao_tipo_de_texto	adequacao_a_norma_padrao	coesao	coerencia	pontuacao_total
250_menores_notas	37260	37260 (0409-001).txt	corpus/01_composicoes_brutas/menores_notas/37260.txt		2	1.5	3	0	2	2.5	11
250_menores_notas	37677	37677 (0402-034).txt	corpus/01_composicoes_brutas/menores_notas/37677.txt	(mais de 2 mil); (dia 07 de dezembro de 2015)	1	1	2	2	3.5	1.5	11
250_menores_notas	37694	37694 (0405-007).txt	corpus/01_composicoes_brutas/menores_notas/37694.txt		2	1.5	2	1	2.5	2	11
250_menores_notas	37734	37734 (0436-029).txt	corpus/01_composicoes_brutas/menores_notas/37734.txt		1	1	1.5	3.5	3	1	11
250_menores_notas	37949	37949 (0432-032).txt	corpus/01_composicoes_brutas/menores_notas/37949.txt	{FO: a}; {FO: a}	2	2.5	2.5	0	1.5	2.5	11
250_menores_notas	37994	37994 (0423-024).txt	corpus/01_composicoes_brutas/menores_notas/37994.txt	{FO: destroem}; {FO: poluem}; {FO: a}; {FO: a}; {FO: as}	1	1	1.5	1	3.5	3	11
250_menores_notas	38002	38002 (0519-017).txt	corpus/01_composicoes_brutas/menores_notas/38002.txt	(raivosa); (gentil); (e ainda são); (rios, lagos, igarapés)	2	1.5	2	0.5	3	2	11
250_menores_notas	38193	38193 (0404-005).txt	corpus/01_composicoes_brutas/menores_notas/38193.txt	(IBGE); {FO: pode}	2.5	2.5	3	0	1	2	11
250_menores_notas	38226	38226 (0481-013).txt	corpus/01_composicoes_brutas/menores_notas/38226.txt	{FO: benefician}	1.5	1.5	2	2	2	2	11
250_menores_notas	38469	38469 (0427-017).txt	corpus/01_composicoes_brutas/menores_notas/38469.txt		1	1	1.5	3	3	1.5	11
250_menores_notas	38495	38495 (0520-035).txt	corpus/01_composicoes_brutas/menores_notas/38495.txt		1	1	1.5	3	2.5	2	11
250_menores_notas	38891	38891 (0425-015).txt	corpus/01_composicoes_brutas/menores_notas/38891.txt		2	2	2	0.5	2	2.5	11
250_menores_notas	39349	39349 (0470-012).txt	corpus/01_composicoes_brutas/menores_notas/39349.txt		1.5	1	2	2	3	1.5	11
250_menores_notas	39615	39615 (0461-013).txt	corpus/01_composicoes_brutas/menores_notas/39615.txt		2	2	2	2	1	2	11
250_menores_notas	39701	39701 (0411-018).txt	corpus/01_composicoes_brutas/menores_notas/39701.txt		1	1	2.5	2	3	1.5	11
250_menores_notas	40126	40126 (0401-010).txt	corpus/01_composicoes_brutas/menores_notas/40126.txt		2	3	3	0	1	2	11
250_menores_notas	40461	40461 (0489-001).txt	corpus/01_composicoes_brutas/menores_notas/40461.txt	(MG)	2	2.5	3	0	1	2.5	11
250_menores_notas	40898	40898 (0524-020).txt	corpus/01_composicoes_brutas/menores_notas/40898.txt	{FO: catastrofes}; {FO: vem}; {FO: agua}; {FO: Porem}; {FO: serio}; {FO: catastrofe}; {FO: é}; {FO: serias}; {FO: agua}; {FO: catastrofes}; {FO: à}; {FO: catastrofes}	2	2	2.5	0	2	2.5	11
250_menores_notas	45078	45078 (0504-003).txt	corpus/01_composicoes_brutas/menores_notas/45078.txt	(INPE)	1	1	2	3.5	2	1.5	11
250_menores_notas	45241	45241 (0498-030).txt	corpus/01_composicoes_brutas/menores_notas/45241.txt	(o impulsivo); (o racional); (a sensível); (a sensata)	1.5	1.5	1.5	2	3	1.5	11
250_menores_notas	45519	45519 (0497-032).txt	corpus/01_composicoes_brutas/menores_notas/45519.txt		2.5	2	2.5	0	1.5	2.5	11
250_menores_notas	45531	45531 (0448-021).txt	corpus/01_composicoes_brutas/menores_notas/45531.txt		2	1.5	2.5	1	2	2	11
250_menores_notas	45667	45667 (0506-019).txt	corpus/01_composicoes_brutas/menores_notas/45667.txt		1.5	1.5	3	1	2	2	11
250_menores_notas	45996	45996 (0422-015).txt	corpus/01_composicoes_brutas/menores_notas/45996.txt		1	1	1	4	3	1	11
250_menores_notas	46108	46108 (0504-008).txt	corpus/01_composicoes_brutas/menores_notas/46108.txt		1	1	2.5	3.5	1.5	1.5	11
250_menores_notas	46276	46276 (0502-034).txt	corpus/01_composicoes_brutas/menores_notas/46276.txt	{FO: perde}	3	1.5	2.5	0	0	4	11
250_menores_notas	46290	46290 (0414-035).txt	corpus/01_composicoes_brutas/menores_notas/46290.txt	{FO: Por tanto}	2	2	1	2	2	2	11
250_menores_notas	46687	46687 (0431-018).txt	corpus/01_composicoes_brutas/menores_notas/46687.txt		1	1	3	1	4	1	11
250_menores_notas	47123	47123 (0479-016).txt	corpus/01_composicoes_brutas/menores_notas/47123.txt		1	1	2	3	3	1	11
250_menores_notas	32610	32610 (0463-002).txt	corpus/01_composicoes_brutas/menores_notas/32610.txt	(0463/002); {FO: tem}; {FO: Prejuizo}; {FO: especies}; {FO: conscientizar a ser}	1	1	2	2.5	3.5	1.5	11.5
250_menores_notas	32749	32749 (0411-016).txt	corpus/01_composicoes_brutas/menores_notas/32749.txt		1	1	2.5	1.5	3.5	2	11.5
250_menores_notas	33862	33862 (0498-020).txt	corpus/01_composicoes_brutas/menores_notas/33862.txt	{FO: cosmetico}	1	1	1.5	4	3	1	11.5
250_menores_notas	34251	34251 (0511-012).txt	corpus/01_composicoes_brutas/menores_notas/34251.txt	{FO: sobrevivencia}; {FO: esta}; {FO: responsaveis}; {FO: serie}; {FO: consciencia}; {FO: consequência}; {FO: sub solo}; {FO: tem}	2	2	2.5	1	2	2	11.5
250_menores_notas	34613	34613 (0472-031).txt	corpus/01_composicoes_brutas/menores_notas/34613.txt	{FO: horriveis}; {FO: hidreletricas}; {FO: equilibrio}; {FO: minerio}; {FO: conscientiza-los}	1.5	1.5	2	1	3	2.5	11.5
250_menores_notas	34971	34971 (0492-012).txt	corpus/01_composicoes_brutas/menores_notas/34971.txt	{FO: frequênte}; {FO: catastrofis}	1.5	1.5	2.5	1.5	2.5	2	11.5
250_menores_notas	35072	35072 (0496-007).txt	corpus/01_composicoes_brutas/menores_notas/35072.txt		1	1	2	3	3	1.5	11.5
250_menores_notas	35136	35136 (0505-029).txt	corpus/01_composicoes_brutas/menores_notas/35136.txt		2	2.5	2.5	0.5	1.5	2.5	11.5
250_menores_notas	35163	35163 (0471-035).txt	corpus/01_composicoes_brutas/menores_notas/35163.txt		1	1	1.5	4	2.5	1.5	11.5
